slot,policy,jain,alpha_0,alpha_1,alpha_2,fuzzy_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation
379,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5144094532678677,1.0,0.0,63102487.54470948,34778729.646958515,1.0,50,0,0.0
380,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5095111590301739,1.0,0.0,63264947.845579855,33408985.240714982,1.0,50,0,0.0
381,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4876217975458223,1.0,0.0,65241505.64923733,35119470.50699668,1.0,50,0,0.0
382,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5480652798334164,1.0,0.0,65070529.36506049,33594115.93860807,1.0,50,0,0.0
383,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5298123702496078,1.0,0.0,63693365.67446099,34570144.36771825,1.0,50,0,0.0
384,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5165687958433732,1.0,0.0,66693994.65253407,37667808.06917881,1.0,50,0,0.0
385,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5129434181414964,1.0,0.0,63365368.97135899,34557447.26438659,1.0,50,0,0.0
386,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48135033237885994,1.0,0.0,66056110.23907865,33186746.4257557,1.0,50,0,0.0
387,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5500899474333437,1.0,0.0,67091936.429233104,35705827.355769284,1.0,50,0,0.0
388,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5272570372305139,1.0,0.0,65216821.73271305,31532466.331655048,1.0,50,0,0.0
389,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4945673766171931,1.0,0.0,68198581.20506944,32757954.54684342,1.0,50,0,0.0
390,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4967992776691413,1.0,0.0,65960538.41619658,34188774.10955052,1.0,50,0,0.0
391,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5330280518343016,1.0,0.0,63221496.13232915,42059733.92736565,1.0,50,0,0.0
392,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5482664253829529,1.0,0.0,62799428.67392148,33353541.52242225,1.0,50,0,0.0
393,fuzzy_ablated,0.0,0.0,0.0,0.0,0.507592030700348,1.0,0.0,64510176.97692902,34580482.156319246,1.0,50,0,0.0
394,fuzzy_ablated,0.0,0.0,0.0,0.0,0.543745964867401,1.0,0.0,65765850.786382295,36503467.690839596,1.0,50,0,0.0
395,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5418296336181946,1.0,0.0,64854991.843359165,32853999.8542341,1.0,50,0,0.0
396,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5046611003169432,1.0,0.0,61529115.947579786,34338625.7935474,1.0,50,0,0.0
397,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4980600923979356,1.0,0.0,65802010.11089717,33506172.47201457,1.0,50,0,0.0
398,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5429673967182872,1.0,0.0,62776075.70968523,34867577.79446955,1.0,50,0,0.0
399,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5316419822905374,1.0,0.0,66991578.74652529,34389939.60901123,1.0,50,0,0.0
